keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
node and a mobile	0.0	0.0000000000	2.0	False
infrastructure-free and infrastructure	0.0019713269809	0.0000000000	1.58496250072	False
multiple components	0.00131421798727	0.0000000000	1.0	False
expertise to efficiently set	0.0	0.0000000000	2.0	False
rfbased	0.000962999224906	0.0000000000	0.0	False
wide range of interested	0.0	0.0000000000	2.0	False
limited	4.51138854994e-05	0.0000000000	0.0	False
testbeds	0.0019713269809	0.0000000000	0.0	False
execution of an experiment	0.0	0.0000000000	2.0	False
option	0.00129886977142	0.4273504274	0.0	False
execution ieee communications	0.0019713269809	0.0000000000	1.58496250072	False
facilities	0.00391963163802	0.6097560976	0.0	False
consists	0.000111788282762	0.0000000000	0.0	False
illustrates inherent	0.00131421798727	0.0000000000	1.0	False
localized	0.000427840518521	0.0000000000	0.0	False
papers evaluate	0.00131421798727	0.0000000000	1.0	False
observed by comparing multiple	0.0	0.0000000000	2.0	False
calculate	0.000260561700182	0.0000000000	0.0	False
upinlbs14	0.0	0.0000000000	0.0	False
configuration set	0.00131421798727	0.0000000000	3.0	False
plugins for executing	0.0019713269809	0.0000000000	1.58496250072	False
created	0.00106950919816	0.2659574468	0.0	False
supported	0.000177597763006	0.0000000000	0.0	False
investigation	0.000289048716621	0.0000000000	0.0	False
performance metrics has proven	0.0	0.0000000000	2.0	False
moerman abstract tom	0.0019713269809	0.0000000000	1.58496250072	False
worth	0.000494221389614	0.0000000000	0.0	False
localization solution under controlled	0.0	0.0000000000	2.0	False
~7000 ~500	0.00262843597454	0.0000000000	2.0	False
serve the data	0.0019713269809	0.0000000000	1.58496250072	False
visualization tool step	0.0019713269809	0.0000000000	1.58496250072	False
distance between fixed nodes	0.0	0.0000000000	2.0	False
14,282 ~105 ~105	0.0019713269809	0.0000000000	1.58496250072	False
localization hardware	0.00109262362008	0.0000000000	1.0	False
necessarily hide a number	0.0	0.0000000000	2.0	False
universitet	0.000657108993634	0.0000000000	0.0	False
ebp and the data	0.0	0.0000000000	2.0	False
summarized	0.00021392025926	0.0000000000	0.0	False
main contributions	0.000871029252894	0.0000000000	1.0	False
systems.2 current drafts include	0.0	0.0000000000	2.0	False
collected rf data	0.0019713269809	0.0000000000	3.16992500144	False
calculation performance metrics score	0.0	0.0000000000	2.0	False
