keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
dampen the frequency selective	0.0	0.0000000000	2.0	False
limited	0.000143023209975	0.0000000000	0.0	False
differences the number	0.00208321310684	0.0000000000	1.58496250072	False
channels are nominally labelled	0.0	0.0000000000	2.0	False
represent	8.90802239387e-05	0.0000000000	0.0	False
typically a good attenuator	0.0	0.0000000000	2.0	False
error bars	0.00101765593767	0.0000000000	1.0	False
original path	0.0013888087379	0.0000000000	1.0	False
dynamic	0.000301350688954	0.0000000000	0.0	False
location determination system	0.00109710999077	0.0000000000	1.58496250072	False
transmitter because the signal	0.0	0.0000000000	2.0	False
rapid	0.0004739269132	0.0000000000	0.0	False
promise of long	0.00208321310684	0.0000000000	1.58496250072	False
smearing mitigation techniques	0.00208321310684	0.0000000000	1.58496250072	False
achieve a good result	0.0	0.0000000000	2.0	False
consists	5.90665115675e-05	0.0000000000	0.0	False
samples in unit distance	0.0	0.0000000000	2.0	False
strength is very accurate	0.0	0.0000000000	2.0	False
provided to permit users	0.0	0.0000000000	2.0	False
fluctuations from fast fading	0.0	0.0000000000	2.0	False
smoothing exhibits noticeable	0.00208321310684	0.0000000000	1.58496250072	False
turning the simultaneous wifi	0.0	0.0000000000	2.0	False
moves through a complex	0.0	0.0000000000	2.0	False
characteristics of ble	0.00208321310684	0.0000000000	1.58496250072	False
3hz update rate	0.00208321310684	0.0000000000	1.58496250072	False
posteriori	0.000422539856713	0.0000000000	0.0	False
low beaconing rates	0.00208321310684	0.0000000000	1.58496250072	False
ble rss measurements	0.00416642621369	0.0000000000	3.16992500144	False
caused	0.000516806458183	0.0000000000	0.0	False
recent smartphone implementations	0.00208321310684	0.0000000000	1.58496250072	False
characterised	0.000508827968835	0.0000000000	0.0	False
applied	7.55594962912e-05	0.0000000000	0.0	False
scale beacon	0.0013888087379	0.0000000000	1.0	False
significantly different centre	0.00208321310684	0.0000000000	1.58496250072	False
destructive interference	0.00115463739311	0.0000000000	1.0	False
ble advertisement	0.0013888087379	0.0000000000	1.0	False
rise	0.000323251568722	0.0000000000	0.0	False
retailers	0.000577318696556	0.0000000000	0.0	False
blake	0.000694404368948	0.0000000000	0.0	False
fast fading and beaconing	0.0	0.0000000000	2.0	False
simultaneous localisation and mapping	0.0	0.0000000000	2.0	False
including walls	0.0013888087379	0.0000000000	1.0	False
