keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
1,2	0.0	0.1562500000	0.0	False
four	0.0	0.0000000000	0.0	False
donates the number	0.00478008588857	0.0000000000	1.58496250072	False
analyze the existing landmarc	0.0	0.0000000000	4.0	False
aug	0.000663945190455	0.0000000000	0.0	False
system with the purpose	0.0	0.0000000000	2.0	False
usages of ubiquitous computing	0.0	0.0000000000	2.0	False
system with low cost	0.0	0.0000000000	2.0	False
devices can reduce construction	0.0	0.0000000000	2.0	False
configured with continuous working	0.0	0.0000000000	2.0	False
candidates for neighboring	0.00956017177715	0.0000000000	3.16992500144	False
overcomes	0.000969548818504	0.0000000000	0.0	False
affect	0.000183444846685	0.0000000000	0.0	False
development of ubiquitous localization	0.0	0.0000000000	2.0	False
infrared technology to realize	0.0	0.0000000000	2.0	False
reports the tags	0.00478008588857	0.0000000000	1.58496250072	False
viable	0.000663945190455	0.0000000000	0.0	False
vector	0.00102200566999	0.3703703704	0.0	False
enhance	0.00108746020393	0.0000000000	0.0	False
inside buildings	0.00140177424122	0.0000000000	1.0	False
,100 donate the euclidian	0.0	0.0000000000	2.0	False
michigan state	0.00211207713415	0.0000000000	1.0	False
estimated	0.000163563724829	0.0000000000	0.0	False
obtain the the experiment	0.0	0.0000000000	2.0	False
selected	0.000603619654262	0.0000000000	0.0	False
introduces the concept	0.0079482015898	0.0000000000	3.16992500144	False
conduct	0.000630219850537	0.0000000000	0.0	False
increasing	0.000126621794673	0.0000000000	0.0	False
realize the ubiquitous computing	0.0	0.0000000000	2.0	False
network or rfid	0.00478008588857	0.0000000000	1.58496250072	False
simultaneously	0.000345735674149	0.0000000000	0.0	False
seoul 136-701	0.00318672392572	0.0000000000	1.0	False
technology and the ubiquitous	0.0	0.0000000000	2.0	False
computing is the major	0.0	0.0000000000	2.0	False
landmarc approach	0.00179776309686	0.0000000000	1.0	False
composed	0.00114094305005	0.0000000000	0.0	False
active	0.00087513943468	0.6896551724	0.0	False
information technology	0.00148344905956	0.0000000000	1.0	False
tags higher	0.0	0.0000000000	1.0	False
obtained	0.000353734156283	0.0000000000	0.0	False
reports	0.000413314506376	0.0000000000	0.0	False
reference tags	0.0269731889072	0.2229562345	27.0	False
advantages	0.000500106946801	0.0000000000	0.0	False
load by reducing	0.00478008588857	0.0000000000	1.58496250072	False
