keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
aided	0.000416281569602	0.0000000000	0.0	False
limited	4.69682921758e-05	0.0000000000	0.0	False
match between the antenna	0.0	0.0000000000	2.0	False
essex	0.000568767961993	0.0000000000	0.0	False
antennas are linearly	0.00170630388598	0.0000000000	1.58496250072	False
antenna self-resonance	0.00113753592399	0.0000000000	1.0	False
desirable	0.000371157127848	0.0000000000	0.0	False
university of washington	0.000668140360426	0.0000000000	1.58496250072	False
asian	0.000453416459154	0.0000000000	0.0	False
consists	5.81916705741e-05	0.0000000000	0.0	False
research associates	0.00113753592399	0.0000000000	1.0	False
toll collection	0.000906832918307	0.0000000000	1.0	False
cell range measurement	0.00170630388598	0.0000000000	1.58496250072	False
burberry	0.000568767961993	0.0000000000	0.0	False
feeding	0.00050129165843	0.0000000000	0.0	False
inch label	0.00113753592399	0.0000000000	2.0	False
cost and application	0.00170630388598	0.0000000000	1.58496250072	False
triple crown electronics	0.00170630388598	0.0000000000	1.58496250072	False
process causes significant	0.00170630388598	0.0000000000	1.58496250072	False
presents	0.000129583849892	0.0000000000	0.0	False
range must be closely	0.0	0.0000000000	2.0	False
plane where the range	0.0	0.0000000000	2.0	False
tag response threshold	0.00170630388598	0.0000000000	1.58496250072	False
brought closer	0.00113753592399	0.0000000000	1.0	False
teaching	0.000771880311182	0.0000000000	0.0	False
worth	0.000257268182179	0.0000000000	0.0	False
back-scattered rfid system operates	0.0	0.0000000000	2.0	False
catv two-way broad-band	0.00170630388598	0.0000000000	1.58496250072	False
field of the reader	0.0	0.0000000000	2.0	False
pth is the minimum	0.0	0.0000000000	2.0	False
criteria for rfid tag	0.0	0.0000000000	2.0	False
eirp	0.00362733167323	0.4646464646	0.0	False
brebels	0.000568767961993	0.0000000000	0.0	False
discuss various requirements	0.00170630388598	0.0000000000	1.58496250072	False
overcomes	0.000416281569602	0.0000000000	0.0	False
affect	7.87631393654e-05	0.0000000000	0.0	False
match with the chip	0.0	0.0000000000	2.0	False
value of the work	0.0	0.0000000000	2.0	False
form and size	0.00170630388598	0.0000000000	1.58496250072	False
contents in the final	0.0	0.0000000000	2.0	False
dbi linearly	0.00113753592399	0.0000000000	1.0	False
polarized aperture	0.00113753592399	0.0000000000	1.0	False
solution	0.000116383341148	0.0000000000	0.0	False
