keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
limited	4.2931619666e-05	0.0000000000	0.0	False
sending the signal strength	0.0	0.0000000000	4.0	False
point out three major	0.0	0.0000000000	2.0	False
square-feet regions	0.000916416664285	0.0000000000	1.0	False
dynamic	0.000814114425895	0.3223140496	0.0	False
technology based	0.000371311866832	0.0000000000	1.0	False
overview of the rfid	0.0	0.0000000000	2.0	False
four	0.0	0.2051860203	0.0	False
degree in beijing foreign	0.0	0.0000000000	2.0	False
approach decreases greatly	0.00155965622921	0.0000000000	1.58496250072	False
types	0.000226217838207	0.0000000000	0.0	False
centimeter	0.000329322134943	0.0000000000	0.0	False
extreme environmental factors	0.00155965622921	0.0000000000	1.58496250072	False
adapter to measure	0.00137462499643	0.0000000000	1.58496250072	False
supported	0.000169006937233	0.0000000000	0.0	False
environmental dynamics	0.000761008807952	0.0000000000	1.0	False
rfid technologies competitive	0.00155965622921	0.0000000000	1.58496250072	False
costs for the landmarc	0.0	0.0000000000	2.0	False
approach works	0.00183283332857	0.0000000000	2.0	False
modulating the reflected signal	0.0	0.0000000000	2.0	False
configurations in figure	0.00155965622921	0.0000000000	1.58496250072	False
devices due to cost	0.0	0.0000000000	2.0	False
positioned to provide	0.00137462499643	0.0000000000	1.58496250072	False
close to real-time location	0.0	0.0000000000	2.0	False
communicating wirelessly	0.00103977081947	0.0000000000	1.0	False
affect	0.000143987740933	0.0000000000	0.0	False
information will be provided	0.0	0.0000000000	2.0	False
moving objects located outdoors	0.0	0.0000000000	2.0	False
obtaining the most accurate	0.0	0.0000000000	2.0	False
studies university	0.000916416664285	0.0000000000	1.0	False
identification manufacturers	0.00103977081947	0.0000000000	1.0	False
highly effective and accurate	0.0	0.0000000000	2.0	False
radio frequency	0.000617785208112	0.0000000000	3.0	False
easily find	0.00103977081947	0.0000000000	1.0	False
tracking users inside	0.00137462499643	0.0000000000	1.58496250072	False
selected commercially available rfid	0.0	0.0000000000	2.0	False
determine the weights	0.00155965622921	0.0000000000	1.58496250072	False
spider system manufactured	0.00155965622921	0.0000000000	1.58496250072	False
inside buildings	0.00165040046046	0.0000000000	3.0	False
implementation can place objects	0.0	0.0000000000	2.0	False
pre-tests	0.000519885409737	0.0000000000	0.0	False
means of enhancing	0.00114151321193	0.0000000000	1.58496250072	False
