keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
locates the maximum	0.00195105546472	0.0000000000	1.58496250072	False
positions	0.000267899826943	0.4777070064	0.0	False
full 3d tag localization	0.0	0.0000000000	2.0	False
pile of objects	0.00195105546472	0.0000000000	1.58496250072	False
marker tags	0.0104056291452	0.2631578947	10.0	False
assume all tags	0.00195105546472	0.0000000000	1.58496250072	False
localizes	0.000476548263804	0.0000000000	0.0	False
pr2s	0.0	0.0000000000	0.0	False
object clustered	0.00130070364315	0.0000000000	1.0	False
shelf with known heights	0.0	0.0000000000	2.0	False
noisy	0.000141116601694	0.0000000000	0.0	False
unstructured multi-path environments	0.00195105546472	0.0000000000	1.58496250072	False
plane and the position	0.0	0.0000000000	2.0	False
rotated around the vertical	0.0	0.0000000000	2.0	False
strength fluctuation	0.00130070364315	0.0000000000	1.0	False
resulting depth images	0.00195105546472	0.0000000000	1.58496250072	False
images is the led	0.0	0.0000000000	2.0	False
consists	5.53193716943e-05	0.0000000000	0.0	False
lee	0.000161340201047	0.0000000000	0.0	False
quantified in table	0.00195105546472	0.0000000000	1.58496250072	False
localized	0.000211720478078	0.0000000000	0.0	False
population of tags	0.00195105546472	0.0000000000	1.58496250072	False
calculate	0.000128941148263	0.0000000000	0.0	False
instantaneous rf power	0.00195105546472	0.0000000000	1.58496250072	False
combination of rf power	0.0	0.0000000000	2.0	False
paradigm a mobile rfid	0.0	0.0000000000	2.0	False
communicate	0.000168699798521	0.0000000000	0.0	False
reader singulates	0.00130070364315	0.0000000000	1.0	False
harvest additional	0.00130070364315	0.0000000000	1.0	False
individual tags object	0.00195105546472	0.0000000000	1.58496250072	False
scenarios that involve	0.00195105546472	0.0000000000	1.58496250072	False
indoor location tracking	0.0016220819571	0.0000000000	1.58496250072	False
corresponds the direction vector	0.0	0.0000000000	2.0	False
fail to find	0.0016220819571	0.0000000000	1.58496250072	False
flashed when commanded	0.00195105546472	0.0000000000	1.58496250072	False
power modulation	0.00130070364315	0.0000000000	1.0	False
localizing the passive uhf	0.0	0.0000000000	2.0	False
approximately 1.5-2 meters	0.00195105546472	0.0000000000	1.58496250072	False
performs	0.000224545635979	0.0000000000	0.0	False
truth measurements	0.0026014072863	0.0000000000	2.0	False
camera systems	0.00130070364315	0.0000000000	1.0	False
desired	0.000737873780909	0.4545454545	0.0	False
