keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
limited	0.000158706167395	0.0000000000	0.0	False
positions	0.00031741233479	0.4200000000	0.0	False
similar pattern	0.00154109610653	0.0000000000	1.0	False
kuvs	0.000770548053266	0.0000000000	0.0	False
consist of a number	0.0	0.0000000000	2.0	False
desirable	0.000209023728326	0.0000000000	0.0	False
empirical studies	0.00154109610653	0.0000000000	1.0	False
change with different distances	0.0	0.0000000000	2.0	False
values over 20s rssi	0.0	0.0000000000	2.0	False
consists	6.55433455445e-05	0.0000000000	0.0	False
great number of objects	0.0	0.0000000000	2.0	False
range of values	0.00693493247939	0.0000000000	4.75488750216	False
saved	0.000468872718227	0.0000000000	0.0	False
increase	6.99539354995e-05	0.0000000000	0.0	False
optimization	0.000167197383187	0.0000000000	0.0	False
dimensions is important	0.0023116441598	0.0000000000	1.58496250072	False
fine-grained	0.000250850073465	0.0000000000	0.0	False
characteristics of the rssi	0.0	0.0000000000	2.0	False
inhibitory effects	0.00154109610653	0.0000000000	1.0	False
matlab	0.000510699063365	0.0000000000	0.0	False
basic conditions	0.00154109610653	0.0000000000	1.0	False
rssi to distance	0.00192187067495	0.0000000000	1.58496250072	False
measurements exhibit similar	0.0023116441598	0.0000000000	1.58496250072	False
localization of mobile	0.0015320971901	0.0000000000	1.58496250072	False
distort	0.000640623558316	0.0000000000	0.0	False
power should be adapted	0.0	0.0000000000	2.0	False
connected to about 10,000	0.0	0.0000000000	2.0	False
proceedings of sixth annual	0.0	0.0000000000	2.0	False
affect	8.87137215458e-05	0.0000000000	0.0	False
artificial neural networks perform	0.0	0.0000000000	2.0	False
adaptive	0.000418047456652	0.0000000000	0.0	False
four	0.0	0.0000000000	0.0	False
sensor nodes1	0.00154109610653	0.0000000000	1.0	False
meaningful rssi based	0.0023116441598	0.0000000000	1.58496250072	False
two minutes	0.0	0.0000000000	1.0	False
radio frequency	0.000507506399016	0.0000000000	2.0	False
learning is either supervised	0.0	0.0000000000	2.0	False
effective range	0.00112924520169	0.0000000000	1.0	False
information about the distance	0.0	0.0000000000	2.0	False
rssi and acoustic tof	0.0	0.0000000000	2.0	False
request	0.000289770291792	0.0000000000	0.0	False
distance between two nodes	0.0	0.0000000000	2.0	False
effects caused by reflection	0.0	0.0000000000	2.0	False
approximation	0.000579540583585	0.0000000000	0.0	False
