keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
ferret might incorrectly estimate	0.0	0.0000000000	2.0	False
order to test	0.000910215869617	0.0000000000	1.58496250072	False
locationing capabilities	0.00134176462161	0.0000000000	2.0	False
dimensional space	0.0004524348157	0.0000000000	1.0	False
two-dimensional	0.000278556342065	0.0000000000	0.0	False
pervasive multimedia positioning	0.00137334316175	0.0000000000	1.58496250072	False
projects in virtualization	0.00137334316175	0.0000000000	1.58496250072	False
two metrics	0.0	0.0000000000	1.0	False
narrower beam will produce	0.0	0.0000000000	2.0	False
cyclic environments	0.000670882310803	0.0000000000	1.0	False
retrieve the location	0.00137334316175	0.0000000000	1.58496250072	False
four	0.0	0.0000000000	0.0	False
interests lie	0.00152237268758	0.0000000000	2.0	False
electrical	0.000103877509335	0.0000000000	0.0	False
seva is inherently designed	0.0	0.0000000000	2.0	False
consists	7.78783404187e-05	0.0000000000	0.0	False
lee	0.000113566972251	0.0000000000	0.0	False
objects using the location	0.0	0.0000000000	4.0	False
compute intersection for positive	0.0	0.0000000000	2.0	False
poorly	0.000201368460042	0.0000000000	0.0	False
text message	0.000915562107834	0.0000000000	1.0	False
begin with the basic	0.0	0.0000000000	2.0	False
greatly aids	0.000670882310803	0.0000000000	1.0	False
carlo localization for mobile	0.0	0.0000000000	2.0	False
segments	0.000639303770658	0.0000000000	0.0	False
thingmagic	0.0004524348157	0.0000000000	0.0	False
describing just the convex	0.0	0.0000000000	2.0	False
prototype shows	0.000670882310803	0.0000000000	1.0	False
presents	0.000346846037416	0.2950819672	0.0	False
techniques from linear alge	0.0	0.0000000000	2.0	False
reality	0.000113566972251	0.0000000000	0.0	False
cmos-based camera	0.000670882310803	0.0000000000	1.0	False
depends on postprocessing capabilities	0.0	0.0000000000	2.0	False
ofine querying	0.0	0.0000000000	1.0	False
teaching	0.000258253273379	0.0000000000	0.0	False
rene the object location	0.0	0.0000000000	2.0	False
readers and reference	0.000835669026194	0.0000000000	1.58496250072	False
measure ferrets performance	0.0	0.0000000000	1.58496250072	False
simultaneously on relatively small	0.0	0.0000000000	2.0	False
incurs	0.000278556342065	0.0000000000	0.0	False
locationing system	0.000670882310803	0.0000000000	2.0	False
shows sample points	0.0010063234662	0.0000000000	1.58496250072	False
resulting intersection	0.000670882310803	0.0000000000	1.0	False
