keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
limited	4.65960818366e-05	0.0000000000	0.0	False
presented a localization	0.00203609403872	0.0000000000	1.58496250072	False
tags unknown positions	0.0	0.0000000000	1.58496250072	False
represent	8.70653666365e-05	0.0000000000	0.0	False
efficient and potentially result	0.0	0.0000000000	2.0	False
four	0.0	0.0000000000	0.0	False
sleep	0.000449823262845	0.0000000000	0.0	False
section iii	0.00126376046679	0.0000000000	2.0	False
online in a closed-loop	0.0	0.0000000000	2.0	False
consists	5.77305181575e-05	0.0000000000	0.0	False
robotic application	0.00135739602581	0.0000000000	1.0	False
signal to the nodes	0.0	0.0000000000	2.0	False
additional signal-strength	0.00135739602581	0.0000000000	1.0	False
describes how we developed	0.0	0.0000000000	2.0	False
relationships	0.00076568821531	0.0000000000	0.0	False
opposed to the aforementioned	0.0	0.0000000000	2.0	False
termsindoor localization	0.0	0.0000000000	1.0	False
calculate	0.00040368350578	0.0000000000	0.0	False
aug	0.000282809739372	0.0000000000	0.0	False
network system	0.00135739602581	0.0000000000	1.0	False
supported	0.000275148985975	0.0000000000	0.0	False
reference mobile	0.00135739602581	0.0000000000	1.0	False
implement a robotic service	0.0	0.0000000000	2.0	False
strength using discrete fourier	0.0	0.0000000000	2.0	False
lmrn estimates the tag	0.0	0.0000000000	4.0	False
ra+a	0.0	0.0000000000	0.0	False
compute other tags	0.0	0.0000000000	1.58496250072	False
rssi of the signal	0.0	0.0000000000	2.0	False
a+a+	0.0	0.0000000000	0.0	False
environmentaladaptive rssi-based indoor	0.00203609403872	0.0000000000	1.58496250072	False
receiver receives	0.00135739602581	0.0000000000	1.0	False
khajehnouri	0.000678698012906	0.0000000000	0.0	False
figs	0.000412982656718	0.0000000000	0.0	False
summarized	0.000441897025568	0.0000000000	0.0	False
real time based	0.00203609403872	0.0000000000	1.58496250072	False
table i shows	0.00203609403872	0.0000000000	1.58496250072	False
shown on the right	0.0	0.0000000000	4.0	False
adaptive	0.0	0.0000000000	0.0	False
omniscient space	0.00135739602581	0.0000000000	1.0	False
tracking a pedestrian	0.00203609403872	0.0000000000	1.58496250072	False
estimated-attenuation	0.00135739602581	0.0000000000	0.0	False
program of the ministry	0.0	0.0000000000	2.0	False
performance of the algorithms	0.0	0.0000000000	2.0	False
human and mobile robot	0.0	0.0000000000	2.0	False
