keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
transformation of a location	0.0	0.0000000000	2.0	False
aspects of monitoring	0.000240932689795	0.0000000000	1.58496250072	False
separate android	0.000160621793196	0.0000000000	1.0	False
radio waves make	0.000240932689795	0.0000000000	1.58496250072	False
elevator ; boolean	0.0	0.0000000000	1.58496250072	False
database of the prototype	0.0	0.0000000000	2.0	False
sufficient in the context	0.0	0.0000000000	2.0	False
challenges exist	0.000133538854929	0.0000000000	1.0	False
1,3	0.0	0.1673243883	0.0	False
1,1	0.0	0.3025689819	0.0	False
four	0.0	0.5047619048	0.0	False
umts	0.000321243586393	0.5047619048	0.0	False
core services	0.000642487172786	0.4030418251	4.0	False
route calculation module	0.000240932689795	0.0000000000	1.58496250072	False
recommendations regarding privacy	0.000240932689795	0.0000000000	1.58496250072	False
theory and application	0.000600924847178	0.0000000000	4.75488750216	False
out on the fly	0.0	0.0000000000	2.0	False
accuracy cell-id	0.000160621793196	0.0000000000	1.0	False
dsss fhss gps	0.000240932689795	0.0000000000	1.58496250072	False
sense to provide directions	0.0	0.0000000000	2.0	False
multiplied with a noise	0.0	0.0000000000	2.0	False
display and interaction	0.000240932689795	0.0000000000	1.58496250072	False
technical information on visualization	0.0	0.0000000000	2.0	False
text follows the webpage	0.0	0.0000000000	2.0	False
investigate possibilities regarding indoor	0.0	0.0000000000	2.0	False
advantage	2.7738744473e-05	0.0000000000	0.0	False
utilizing fingerprints	0.000160621793196	0.0000000000	1.0	False
user to navigate	0.000481865379589	0.0000000000	3.16992500144	False
pedestrians have specific characteristics	0.0	0.0000000000	2.0	False
database records	0.000160621793196	0.0000000000	1.0	False
distinguished from the body	0.0	0.0000000000	2.0	False
numbers to location	0.000240932689795	0.0000000000	1.58496250072	False
profile based on interesting	0.0	0.0000000000	2.0	False
user preferences and user	0.0	0.0000000000	2.0	False
fingerprinting technology and open	0.0	0.0000000000	2.0	False
strength due	0.000106455916661	0.0000000000	1.0	False
emergency exit showers table	0.0	0.0000000000	2.0	False
gps signals is bad	0.0	0.0000000000	2.0	False
spaces are wide	0.000240932689795	0.0000000000	1.58496250072	False
affecting webpages visual interface	0.0	0.0000000000	2.0	False
databasehelper extends sqliteopenhelper	0.000240932689795	0.0000000000	1.58496250072	False
ensure the fingerprints	0.000240932689795	0.0000000000	1.58496250072	False
