keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
localizer	0.000196870451105	0.0000000000	0.0	False
four	0.0	0.5208333333	0.0	False
knowing which cell	0.000711221842162	0.0000000000	1.58496250072	False
disadvantages include relatively large	0.0	0.0000000000	2.0	False
increase	2.93722844239e-05	0.0000000000	0.0	False
easy to model	0.000711221842162	0.0000000000	1.58496250072	False
distribution training	0.000474147894775	0.0000000000	1.0	False
received the b.tech	0.000643297537318	0.0000000000	1.58496250072	False
locations in signal	0.00142244368432	0.0000000000	3.16992500144	False
bands of the radio	0.0	0.0000000000	2.0	False
densely covered areas	0.000711221842162	0.0000000000	1.58496250072	False
degree decimal	0.000474147894775	0.0000000000	1.0	False
suitable for los	0.000711221842162	0.0000000000	1.58496250072	False
ofdm wireless	0.000474147894775	0.0000000000	1.0	False
combined with other technologies	0.0	0.0000000000	2.0	False
location lag	0.000474147894775	0.0000000000	1.0	False
dect cellular network	0.00142244368432	0.0000000000	1.58496250072	False
training method	0.000474147894775	0.0000000000	1.0	False
hliu13	0.0	0.0000000000	0.0	False
enhanced cordless telecommunications	0.000711221842162	0.0000000000	1.58496250072	False
techniques19 and indoor	0.000711221842162	0.0000000000	1.58496250072	False
derive the 2-d location	0.0	0.0000000000	2.0	False
determining a location	0.000711221842162	0.0000000000	1.58496250072	False
difficult to derive	0.000711221842162	0.0000000000	1.58496250072	False
classification approaches	0.000428865024879	0.0000000000	1.0	False
unit is totally	0.000711221842162	0.0000000000	1.58496250072	False
empirical	0.000263294882092	0.0000000000	0.0	False
feasibility	0.00012796845698	0.0000000000	0.0	False
theory	0.00056184636201	0.4518072289	0.0	False
errors	0.000117489137696	0.5208333333	0.0	False
ad-hoc wireless sensor networks	0.0	0.0000000000	4.0	False
determination methods	0.000474147894775	0.0000000000	1.0	False
optimization	7.02028993629e-05	0.0000000000	0.0	False
designing	0.000243337715522	0.0000000000	0.0	False
lan indoor	0.000474147894775	0.0000000000	1.0	False
positioning using multiple media	0.0	0.0000000000	2.0	False
error estimation	0.00039374090221	0.0000000000	1.0	False
out of function	0.000711221842162	0.0000000000	1.58496250072	False
hero	0.000365042404367	0.0000000000	0.0	False
e-otd	0.000237073947387	0.0000000000	0.0	False
reported	0.000551552352116	0.5494505495	0.0	False
china	0.000552031978227	0.2538071066	0.0	False
