keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
dirk.timmermann	0.0	0.0000000000	0.0	False
positions	0.000526160454296	0.3201219512	0.0	False
signal strength in ieee	0.0	0.0000000000	2.0	False
limited	0.000105232090859	0.0000000000	0.0	False
digital converter which converts	0.0	0.0000000000	2.0	False
receiver must switch	0.00229914645647	0.0000000000	1.58496250072	False
random variable	0.000864695896698	0.0000000000	1.0	False
dynamic	0.000166293445061	0.0000000000	0.0	False
marginal and was left	0.0	0.0000000000	2.0	False
four	0.0	0.4329896907	0.0	False
rssi within the interval	0.0	0.0000000000	2.0	False
approximately correlate	0.00153276430432	0.0000000000	1.0	False
section iii	0.000713515766904	0.0000000000	1.0	False
consists	0.000130377982282	0.0000000000	0.0	False
finally conclude the paper	0.0	0.0000000000	2.0	False
neighboring unknowns can interchange	0.0	0.0000000000	2.0	False
shows the averaged	0.00229914645647	0.0000000000	1.58496250072	False
algorithm for localizing	0.00229914645647	0.0000000000	1.58496250072	False
termsindoor localization	0.0	0.0000000000	1.0	False
calculate	0.000455837247298	0.0000000000	0.0	False
electrical fields	0.00153276430432	0.0000000000	1.0	False
determined via gps	0.00229914645647	0.0000000000	1.58496250072	False
supported	0.000517827929422	0.5675675676	0.0	False
indicator for the quality	0.0	0.0000000000	2.0	False
xapp	0.0053646750651	0.0000000000	0.0	False
shows the exact	0.00229914645647	0.0000000000	1.58496250072	False
simple frequency	0.00153276430432	0.0000000000	1.0	False
position obtains	0.00153276430432	0.0000000000	1.0	False
weighted centroid localization-algorithm	0.0	0.0000000000	1.58496250072	False
specific hardware	0.0012743201654	0.0000000000	1.0	False
specific sensor node platform	0.0	0.0000000000	2.0	False
destructive interference	0.0012743201654	0.0000000000	1.0	False
module features	0.00153276430432	0.0000000000	1.0	False
monitoring of artificial	0.00229914645647	0.0000000000	1.58496250072	False
escudero	0.000507938013246	0.0000000000	0.0	False
memory allocation	0.00153276430432	0.0000000000	1.0	False
wireless ad hoc networks	0.0	0.0000000000	2.0	False
summarized	0.000748481623005	0.0000000000	0.0	False
continue explaining the weighted	0.0	0.0000000000	2.0	False
in-building location	0.00153276430432	0.0000000000	1.0	False
pik	0.00153276430432	0.0000000000	0.0	False
handy that helped	0.00229914645647	0.0000000000	1.58496250072	False
proportional to the standardized	0.0	0.0000000000	2.0	False
