keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
easily identified by examining	0.0	0.0000000000	2.0	False
aln-9540	0.00149799539553	0.5308641975	0.0	False
distance values in calculating	0.0	0.0000000000	2.0	False
four	0.0	0.4967907574	0.0	False
nem improve	0.000748997697763	0.0000000000	1.0	False
localized	0.000121917203419	0.0000000000	0.0	False
squiggle inlay	0.000748997697763	0.0000000000	1.0	False
technique was considered	0.00112349654664	0.0000000000	1.58496250072	False
tags and false negative	0.0	0.0000000000	2.0	False
readers may increase accuracy	0.0	0.0000000000	2.0	False
physics from fudan university	0.0	0.0000000000	2.0	False
dell	0.000311353437516	0.0000000000	0.0	False
figs	0.00159515820918	0.4710485133	0.0	False
nodes that are activated	0.0	0.0000000000	2.0	False
relies on two accuracy	0.0	0.0000000000	2.0	False
scj scj1	0.0	0.0000000000	1.0	False
16th acm	0.000748997697763	0.0000000000	1.0	False
elements of the antenna	0.0	0.0000000000	4.0	False
result in considerable inaccuracy	0.0	0.0000000000	2.0	False
additional to rfid	0.00112349654664	0.0000000000	1.58496250072	False
activation of nearby	0.00112349654664	0.0000000000	1.58496250072	False
elements for compensating	0.00112349654664	0.0000000000	1.58496250072	False
description the passive	0.00112349654664	0.0000000000	1.58496250072	False
increasing	5.9521587001e-05	0.0000000000	0.0	False
research interests include radio	0.0	0.0000000000	2.0	False
evaluating	0.000111187219302	0.0000000000	0.0	False
nian-feng	0.000748997697763	0.0000000000	0.0	False
china	0.000255593270123	0.0000000000	0.0	False
granularity	0.000318785155782	0.0000000000	0.0	False
techniques in wsn	0.00112349654664	0.0000000000	1.58496250072	False
rfid-enabled	0.000174332630667	0.0000000000	0.0	False
multiple targets simultaneously	0.000934060312548	0.0000000000	1.58496250072	False
reference tags	0.0168245740719	0.2983408748	69.0	False
operating in one fixed	0.0	0.0000000000	2.0	False
deployed on the floor	0.0	0.0000000000	2.0	False
appropriately	0.000227879744169	0.0000000000	0.0	False
contributions the basic idea	0.0	0.0000000000	2.0	False
univ	0.000211270328409	0.0000000000	0.0	False
unit	0.000388438246402	0.4378818737	0.0	False
point whose distances	0.00112349654664	0.0000000000	1.58496250072	False
cents	0.000311353437516	0.0000000000	0.0	False
averaging	0.000268163712227	0.0000000000	0.0	False
carried out	0.000637570311564	0.0000000000	3.0	False
