keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
increased complexity in reader	0.0	0.0000000000	2.0	False
code	0.00145513546379	0.0000000000	0.0	False
sensi3ve % motivation lots	0.0	0.0000000000	2.0	False
computation hardware	0.0	0.0000000000	1.0	False
reusable code low latency	0.0	0.0000000000	2.0	False
flow diagram querysensorsinsert-tag-id	0.0	0.0000000000	1.58496250072	False
dsp	0.00491396668109	0.0000000000	0.0	False
computation	0.0010022288788	0.0000000000	0.0	False
usa fcc ism	0.0	0.0000000000	1.58496250072	False
variable data rate	0.0201184691558	0.0000000000	1.58496250072	False
processing no other cots	0.0	0.0000000000	2.0	False
unique experiments	0.0	0.0000000000	1.0	False
size via radar	0.0	0.0000000000	1.58496250072	False
overview of rfid	0.0201184691558	0.0000000000	1.58496250072	False
sensi3ve % tag software	0.0	0.0000000000	2.0	False
sensi3ve % pow	0.0	0.0000000000	3.16992500144	False
data rfid-tag rfid-reader	0.0201184691558	0.0000000000	1.58496250072	False
morys bashir	0.0	0.0000000000	1.0	False
externalselect-des+na+on	0.0	0.0000000000	0.0	False
hobbyists undergraduate instruction	0.0	0.0000000000	0.0	False
include	0.000570430258531	0.0000000000	0.0	False
cognitive	0.00408064592453	0.0000000000	0.0	False
ghz most work	0.0	0.0000000000	1.58496250072	False
system bi-static	0.0	0.0000000000	1.0	False
data rate custom	0.0	0.0000000000	1.58496250072	False
passive multiple	0.0134123127705	0.0000000000	1.0	False
rfid rfid	0.0	0.0000000000	1.0	False
usrp n200	0.0134123127705	0.0000000000	1.0	False
sensi3ve % dedicated motion	0.0	0.0000000000	2.0	False
educational tool remove complexities	0.0	0.0000000000	2.0	False
tag designed	0.0134123127705	0.0000000000	1.0	False
10-cm programmingport daughtercard-port reset-buzon	0.0	0.0000000000	2.0	False
verilog students interact	0.0	0.0000000000	1.58496250072	False
increased complexity	0.00982793336217	0.0000000000	1.0	False
modulations sensor	0.0	0.0000000000	1.0	False
board gas sensor array	0.0	0.0000000000	2.0	False
waveforms	0.00444466476844	0.0000000000	0.0	False
frequency electro	0.0	0.0000000000	1.0	False
analog sensing	0.0134123127705	0.0000000000	1.0	False
motion capture tag	0.0201184691558	0.0000000000	1.58496250072	False
wsn	0.00408064592453	0.0000000000	0.0	False
gas sensor array	0.0201184691558	0.0000000000	1.58496250072	False
