keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
location determination system	0.000548879501847	0.0000000000	1.58496250072	False
sources are counted equally	0.0	0.0000000000	2.0	False
browser plug-in	0.000694815154935	0.0000000000	1.0	False
canonical	0.000288830109323	0.0000000000	0.0	False
kernelising that the actual	0.0	0.0000000000	2.0	False
consistently select the spot-on	0.0	0.0000000000	2.0	False
four	0.0	0.5411764706	0.0	False
fingerprints at one minute	0.0	0.0000000000	2.0	False
work using multiple antennae	0.0	0.0000000000	2.0	False
rooms are about 2.5m	0.0	0.0000000000	2.0	False
users and found	0.0010422227324	0.0000000000	1.58496250072	False
truong	0.000347407577468	0.0000000000	0.0	False
similarity	0.00329782921873	0.2513661202	0.0	False
method for sharing	0.0010422227324	0.0000000000	1.58496250072	False
aggregations	0.000347407577468	0.0000000000	0.0	False
function we describe	0.0010422227324	0.0000000000	1.58496250072	False
model of places	0.0010422227324	0.0000000000	1.58496250072	False
fingerprint based on histograms	0.0	0.0000000000	2.0	False
r7s fingerprint	0.0	0.0000000000	1.0	False
added	0.000131609795318	0.0000000000	0.0	False
overlapping coefficient	0.000694815154935	0.0000000000	1.0	False
open up this question	0.0	0.0000000000	2.0	False
excluded places	0.000694815154935	0.0000000000	1.0	False
bayes gauss	0.000694815154935	0.0000000000	0.0	False
similarity across pairs	0.0010422227324	0.0000000000	1.58496250072	False
experimentally	0.000274819101561	0.0000000000	0.0	False
distributions shape	0.0	0.0000000000	1.0	False
nottingham	0.000347407577468	0.0000000000	0.0	False
smartphone wlan	0.000694815154935	0.0000000000	1.0	False
relies on compact	0.0010422227324	0.0000000000	1.58496250072	False
rooms were surveyed	0.0010422227324	0.0000000000	1.58496250072	False
good results	0.000460505282355	0.0000000000	1.0	False
examine moles positioning performance	0.0	0.0000000000	2.0	False
errors	3.15392754069e-05	0.0000000000	0.0	False
survey a survey	0.0010422227324	0.0000000000	1.58496250072	False
calibration-free localization	0.000694815154935	0.0000000000	1.0	False
error estimation	0.000422789816909	0.0000000000	1.0	False
device needed	0.000694815154935	0.0000000000	1.0	False
room binds	0.000694815154935	0.0000000000	1.0	False
correlation essentially unchanged	0.0010422227324	0.0000000000	1.58496250072	False
china	0.000118551818057	0.0000000000	0.0	False
roving survey tablet	0.0010422227324	0.0000000000	1.58496250072	False
