keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
naturally models	0.000609605377649	0.0000000000	1.0	False
noisy and redundant	0.00182881613295	0.0000000000	3.16992500144	False
read by the sensors	0.0	0.0000000000	2.0	False
four	0.0	0.0000000000	0.0	False
formulated as pattern	0.000914408066473	0.0000000000	1.58496250072	False
follow the proper	0.000914408066473	0.0000000000	1.58496250072	False
depends upon the application	0.0	0.0000000000	2.0	False
suciently	0.0	0.0000000000	0.0	False
ezpass	0.0	0.0000000000	0.0	False
auto-id center	0.000506817925945	0.0000000000	1.0	False
online cleaning of sensor	0.0	0.0000000000	2.0	False
library have already tagged	0.0	0.0000000000	2.0	False
cidr conference	0.0012192107553	0.0000000000	2.0	False
collision occurs	0.000609605377649	0.0000000000	1.0	False
drer model are expressive	0.0	0.0000000000	2.0	False
eliminated and consolidated	0.000914408066473	0.0000000000	1.58496250072	False
made to inadvertently	0.000914408066473	0.0000000000	1.58496250072	False
uncertain	0.00015062151127	0.0000000000	0.0	False
tutoral	0.000304802688824	0.0000000000	0.0	False
missing tuples or correct	0.0	0.0000000000	2.0	False
acceptance in a variety	0.0	0.0000000000	2.0	False
integrating automatic data	0.000914408066473	0.0000000000	1.58496250072	False
predicates for correlating	0.000914408066473	0.0000000000	1.58496250072	False
basic rfid technology	0.000914408066473	0.0000000000	1.58496250072	False
beliefs about such tuples	0.0	0.0000000000	2.0	False
conicting tuples	0.0	0.0000000000	2.0	False
order to process	0.000914408066473	0.0000000000	1.58496250072	False
event by concatenating attributes	0.0	0.0000000000	2.0	False
tree of size	0.000914408066473	0.0000000000	1.58496250072	False
temporal aggregation	0.000609605377649	0.0000000000	1.0	False
product identication	0.0	0.0000000000	3.0	False
technique determines	0.000506817925945	0.0000000000	1.0	False
behavior depending	0.000609605377649	0.0000000000	1.0	False
stream-oriented query processing	0.000914408066473	0.0000000000	1.58496250072	False
determine product	0.000609605377649	0.0000000000	1.0	False
global integrity	0.000609605377649	0.0000000000	1.0	False
deferred	0.000404030474242	0.0000000000	0.0	False
power source	0.000301243022539	0.0000000000	1.0	False
process of reading	0.000914408066473	0.0000000000	1.58496250072	False
increasing privacy concerns	0.000914408066473	0.0000000000	1.58496250072	False
designing	0.00011462330442	0.0000000000	0.0	False
replaced	0.000160522259592	0.0000000000	0.0	False
