keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
passports	0.00147146671223	0.0000000000	0.0	False
home environment deals	0.0	0.0000000000	1.58496250072	False
template.aspx	0.0	0.0000000000	0.0	False
9.4.1 rfid	0.00117992935252	0.0000000000	1.0	False
security issues ing code	0.0	0.0000000000	2.0	False
kitchen appliances	0.00117992935252	0.0000000000	1.0	False
semi-passive backscatter tag	0.00176989402878	0.0000000000	1.58496250072	False
oyster card	0.0	0.0000000000	1.0	False
magnetic	0.000778539941667	0.0000000000	0.0	False
compact flash cards	0.00176989402878	0.0000000000	1.58496250072	False
redundancy and error	0.00176989402878	0.0000000000	1.58496250072	False
database using malicious sql	0.0	0.0000000000	2.0	False
integral data storage system	0.0	0.0000000000	2.0	False
key immobilizers or door	0.0	0.0000000000	2.0	False
prefix	0.000589964676259	0.0000000000	0.0	False
circuitry	0.000490488904078	0.0000000000	0.0	False
sleep	0.000782026263793	0.0000000000	0.0	False
framework based on abstract	0.0	0.0000000000	2.0	False
size of the antenna	0.0	0.0000000000	2.0	False
consists	0.000150548399173	0.0000000000	0.0	False
secure digital input output	0.0	0.0000000000	2.0	False
integrity	0.000782026263793	0.0000000000	0.0	False
worked	0.000245835044686	0.0000000000	0.0	False
inventory and shelf management	0.0	0.0000000000	2.0	False
rfid spoofing the process	0.0	0.0000000000	2.0	False
identifies the type	0.00176989402878	0.0000000000	1.58496250072	False
increase	0.000160679210343	0.0000000000	0.0	False
enclosed electric	0.00117992935252	0.0000000000	1.0	False
barcodes to be processed	0.0	0.0000000000	2.0	False
auto-id center	0.00196195561631	0.0000000000	2.0	False
tag-to-reader	0.000589964676259	0.0000000000	0.0	False
issues table	0.00235985870504	0.0000000000	2.0	False
similarity	0.000233347763259	0.0000000000	0.0	False
smart payment and credit	0.0	0.0000000000	2.0	False
industry i supply change	0.0	0.0000000000	2.0	False
play a crucial	0.00176989402878	0.0000000000	1.58496250072	False
smart cards contactless smart	0.0	0.0000000000	2.0	False
systems are also equipped	0.0	0.0000000000	2.0	False
enclosed electric charge	0.00176989402878	0.0000000000	1.58496250072	False
management activities	0.00117992935252	0.0000000000	1.0	False
rfid enabled devices	0.00176989402878	0.0000000000	1.58496250072	False
confidence in the extent	0.0	0.0000000000	2.0	False
classic rfid chip	0.00176989402878	0.0000000000	1.58496250072	False
