keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
system from local information	0.0	0.0000000000	2.0	False
localizer	0.00480083669266	0.4347826087	0.0	False
require more training	0.00197243048261	0.0000000000	3.16992500144	False
four	0.0	0.0000000000	0.0	False
consecutive nights during spring	0.0	0.0000000000	2.0	False
network cards measure	0.000986215241305	0.0000000000	1.58496250072	False
estimate was generated	0.000986215241305	0.0000000000	1.58496250072	False
location estimates that match	0.0	0.0000000000	4.0	False
localized	0.000214040006707	0.0000000000	0.0	False
increase	2.98444019104e-05	0.0000000000	0.0	False
geometric map	0.000657476827537	0.0000000000	1.0	False
diffuse infrared pulses detected	0.0	0.0000000000	2.0	False
linux 2.4.25 kernel	0.000986215241305	0.0000000000	1.58496250072	False
distribution-fitting	0.000328738413768	0.0000000000	0.0	False
key for the entire	0.0	0.0000000000	2.0	False
including both time-varying	0.000986215241305	0.0000000000	1.58496250072	False
robustness and a decrease	0.0	0.0000000000	2.0	False
equivalent value	0.0	0.0000000000	1.0	False
systems require lengthy training	0.0	0.0000000000	2.0	False
present a high-precision topological	0.0	0.0000000000	2.0	False
shown in the previous	0.0	0.0000000000	2.0	False
requires prior specific permission	0.0	0.0000000000	2.0	False
fit between the observed	0.0	0.0000000000	2.0	False
general theory	0.000546617622329	0.0000000000	1.0	False
interesting phenomenon	0.000546617622329	0.0000000000	1.0	False
elegant	0.000217879208561	0.0000000000	0.0	False
automatically account for variations	0.0	0.0000000000	2.0	False
problem can be modeled	0.0	0.0000000000	2.0	False
errors	5.96888038209e-05	0.0000000000	0.0	False
methods accuracy	0.0	0.0000000000	1.0	False
gaussian fit sensor model	0.0	0.0000000000	4.0	False
basic technique	0.000657476827537	0.0000000000	1.0	False
remaining probability	0.000657476827537	0.0000000000	1.0	False
signal intensity to determine	0.0	0.0000000000	4.0	False
state si to state	0.0	0.0000000000	2.0	False
offset and the linear	0.0	0.0000000000	2.0	False
12,000 square meters	0.000986215241305	0.0000000000	1.58496250072	False
absence or large	0.000986215241305	0.0000000000	1.58496250072	False
granularity	0.000186554959617	0.0000000000	0.0	False
shifts due to slow	0.0	0.0000000000	2.0	False
doing the training	0.0	0.0000000000	1.58496250072	False
based on bayesian inference	0.0	0.0000000000	2.0	False
individual base station	0.000986215241305	0.0000000000	1.58496250072	False
