keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
signal strength information sufficient	0.0	0.0000000000	2.0	False
limited	0.000212284669187	0.0000000000	0.0	False
1,6	0.0	0.0000000000	0.0	False
reduced by using antenna	0.0	0.0000000000	2.0	False
h.-h chen	0.00309204502758	0.0000000000	1.0	False
relates the rss	0.00463806754138	0.0000000000	1.58496250072	False
normal distribution	0.00136012694335	0.0000000000	1.0	False
true doa	0.00309204502758	0.0000000000	1.0	False
assembled	0.000814202224565	0.0000000000	0.0	False
range-free localization	0.00188148623674	0.0000000000	1.0	False
man and cybernetics	0.00215906275311	0.0000000000	1.58496250072	False
fine-grained	0.000503303927015	0.0000000000	0.0	False
targets plane	0.0	0.0000000000	1.0	False
indoor location tracking	0.0	0.0000000000	1.58496250072	False
distance between the actual	0.0	0.0000000000	2.0	False
solutions exploiting beacons	0.00463806754138	0.0000000000	1.58496250072	False
low-computation	0.00154602251379	0.0000000000	0.0	False
arrangement of the antenna	0.0	0.0000000000	2.0	False
targets distance	0.0	0.0000000000	1.0	False
connects	0.00113285504908	0.0000000000	0.0	False
range-based approaches	0.0025706857342	0.0000000000	1.0	False
estimates obtained	0.0025706857342	0.0000000000	1.0	False
set of anchor	0.00463806754138	0.0000000000	1.58496250072	False
non los communication	0.0	0.0000000000	1.58496250072	False
effects in reflective	0.00463806754138	0.0000000000	1.58496250072	False
sensor	0.0	0.0000000000	0.0	False
radio communication using circular	0.0	0.0000000000	2.0	False
solution	0.00105204587734	0.4545454545	0.0	False
maximum spectrum value	0.0	0.0000000000	1.58496250072	False
reference nodes are needed	0.0	0.0000000000	2.0	False
estimates	0.000672902922969	0.4761904762	0.0	False
two meters	0.0	0.0000000000	1.0	False
chen	0.000419383824979	0.0000000000	0.0	False
implemented	0.000394517204001	0.0000000000	0.0	False
errors	0.000140355113159	0.0000000000	0.0	False
grid covers an area	0.0	0.0000000000	2.0	False
array signal	0.0025706857342	0.0000000000	1.0	False
terms of accuracy	0.00229195072113	0.0000000000	1.58496250072	False
simulated radiation patterns	0.00927613508275	0.0000000000	3.16992500144	False
radio communication	0.00204932644081	0.0000000000	1.0	False
designing	0.000581393195454	0.0000000000	0.0	False
editor coordinating	0.00309204502758	0.0000000000	1.0	False
incoming messages	0.00309204502758	0.0000000000	1.0	False
