keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
retain the low deployment	0.0	0.0000000000	2.0	False
position fixes at strategic	0.0	0.0000000000	0.0	False
wall outlines	0.000722283029812	0.0000000000	1.0	False
inertial devices	0.000722283029812	0.0000000000	1.0	False
ekf framework of figure	0.0	0.0000000000	2.0	False
smartphone is facing	0.00108342454472	0.0000000000	1.58496250072	False
step calibration	0.000600496650024	0.0000000000	1.0	False
horizontal plane would produce	0.0	0.0000000000	2.0	False
particle filter and foot-mounted	0.0	0.0000000000	2.0	False
shs-pf as mentioned	0.00108342454472	0.0000000000	1.58496250072	False
personal position	0.0	0.0000000000	2.0	False
dead reckoning navigational	0.0	0.0000000000	1.58496250072	False
triaxial accelerometers	0.000722283029812	0.0000000000	1.0	False
conclude by identifying	0.00108342454472	0.0000000000	1.58496250072	False
worthwhile trade-off	0.000722283029812	0.0000000000	1.0	False
robustness levels similar	0.00108342454472	0.0000000000	1.58496250072	False
characteristicsgyroscopes	0.0	0.0000000000	0.0	False
illdefined movements	0.000722283029812	0.0000000000	1.0	False
sufficient to achieve	0.000900744975036	0.0000000000	1.58496250072	False
dynamic	7.83622981029e-05	0.0000000000	0.0	False
number to better represent	0.0	0.0000000000	2.0	False
map information and particle	0.0	0.0000000000	2.0	False
pure pdr system	0.00216684908944	0.0000000000	3.16992500144	False
handling	0.00011224286393	0.0000000000	0.0	False
simultaneous localisation and mapping	0.0	0.0000000000	4.0	False
period between two footfalls	0.0	0.0000000000	2.0	False
vertical force vertical	0.00108342454472	0.0000000000	1.58496250072	False
form an shs-pf	0.00108342454472	0.0000000000	1.58496250072	False
positioning modalities to augment	0.0	0.0000000000	2.0	False
nearest bank	0.000722283029812	0.0000000000	1.0	False
persisted	0.000361141514906	0.0000000000	0.0	False
shows	4.58097623585e-05	0.0000000000	0.0	False
straight	0.00011224286393	0.0000000000	0.0	False
mean-subtracted signal	0.000722283029812	0.0000000000	1.0	False
imminent wave of gpu-enabled	0.0	0.0000000000	2.0	False
integration for the step	0.0	0.0000000000	2.0	False
pdr performance	0.000722283029812	0.0000000000	1.0	False
empirical	9.7965526717e-05	0.0000000000	0.0	False
seventh ieee international symposium	0.0	0.0000000000	2.0	False
indoor pedestrian navigation	0.0	0.0000000000	1.58496250072	False
errors	0.000491791591702	0.4042179262	0.0	False
