keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
map area room volume	0.0	0.0000000000	2.0	False
highest minimum	0.000761696102311	0.0000000000	1.0	False
ordinary single tags	0.00114254415347	0.0000000000	1.58496250072	False
analysis in greater detail	0.0	0.0000000000	2.0	False
four	0.0	0.3559322034	0.0	False
strive for further improvements	0.0	0.0000000000	2.0	False
minimum tag detection power	0.0	0.2759526938	40.0	False
repeat till power	0.00114254415347	0.0000000000	1.58496250072	False
localisation phases	0.000761696102311	0.0000000000	1.0	False
based on the tag	0.0	0.0000000000	2.0	False
leveraging the empirical power-distance	0.0	0.0000000000	2.0	False
shielding	0.00031663208112	0.0000000000	0.0	False
identical commercial tags discussed	0.0	0.0000000000	2.0	False
experimentally	0.000301272413264	0.0000000000	0.0	False
illustrated in figure 13b	0.0	0.0000000000	2.0	False
minimum power levels	0.0034276324604	0.0000000000	4.75488750216	False
conference on rfid	0.00189979248672	0.0000000000	3.16992500144	False
prize	0.000380848051156	0.0000000000	0.0	False
techniques tend to compromise	0.0	0.0000000000	2.0	False
shenoy	0.000177288242249	0.0000000000	0.0	False
including the identification	0.00114254415347	0.0000000000	1.58496250072	False
vanini	0.00031663208112	0.0000000000	0.0	False
particle filter-based	0.000633264162241	0.0000000000	1.0	False
incremented	0.000380848051156	0.0000000000	0.0	False
counts at a power	0.0	0.0000000000	2.0	False
particle filter-based technique	0.00114254415347	0.0000000000	1.58496250072	False
heuristic computes	0.00228508830693	0.0000000000	4.0	False
tags tagidset power varying	0.0	0.0000000000	2.0	False
errors	0.000691503142283	0.3101920236	0.0	False
terms of accuracy	0.00056460042315	0.0000000000	1.58496250072	False
rfid-based stationary object localisation	0.0	0.0000000000	2.0	False
ieee international symposium	0.00142827564595	0.0000000000	4.75488750216	False
designing	0.000286441450197	0.0000000000	0.0	False
increasing	6.05307078479e-05	0.0000000000	0.0	False
cumulative read	0.00380848051156	0.2335928810	5.0	False
mobile robots may move	0.0	0.0000000000	2.0	False
tagidset	0.00152339220462	0.1700404858	0.0	False
filter-based	0.000633264162241	0.0000000000	0.0	False
determining the minimum tag	0.0	0.0000000000	4.0	False
reported	7.21390915322e-05	0.0000000000	0.0	False
china	0.0	0.0000000000	0.0	False
scenarios the proposed	0.00114254415347	0.0000000000	1.58496250072	False
