keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
maximum aposteriori	0.00154399018373	0.0000000000	1.0	False
limited	5.3001402382e-05	0.0000000000	0.0	False
strothotte	0.000771995091864	0.0000000000	0.0	False
1,4	0.000771995091864	0.0000000000	0.0	False
1,2	0.000469753230374	0.0000000000	0.0	False
paper tackles	0.00154399018373	0.0000000000	1.0	False
presented by figure	0.00231598527559	0.0000000000	1.58496250072	False
note that the rssi	0.0	0.0000000000	2.0	False
rss levels enables	0.00231598527559	0.0000000000	1.58496250072	False
include recordings	0.00154399018373	0.0000000000	1.0	False
consists	0.000131332863279	0.0000000000	0.0	False
level change	0.00154399018373	0.0000000000	1.0	False
statistical modelling	0.00154399018373	0.0000000000	1.0	False
compared to the test	0.0	0.0000000000	2.0	False
received from three transmitters	0.0	0.0000000000	2.0	False
increase the duration	0.00231598527559	0.0000000000	1.58496250072	False
obstructions	0.000263441063488	0.0000000000	0.0	False
wireless ethernet	0.00203750847457	0.0000000000	3.0	False
helical antenna is attached	0.0	0.0000000000	2.0	False
navigation aids	0.00154399018373	0.0000000000	1.0	False
supported	0.000104324094401	0.0000000000	0.0	False
issue on pervasive computing	0.0	0.0000000000	2.0	False
recomputation of the statistics	0.0	0.0000000000	2.0	False
robotics and automation	0.000687606820438	0.0000000000	1.58496250072	False
received signal strength identication	0.0	0.0000000000	2.0	False
estimate the model	0.00231598527559	0.0000000000	1.58496250072	False
advanced information networking	0.00192547982175	0.0000000000	1.58496250072	False
theory the bayes theorem	0.0	0.0000000000	2.0	False
enables compensation of noisy	0.0	0.0000000000	2.0	False
navigation of visually	0.00231598527559	0.0000000000	1.58496250072	False
route3	0.000771995091864	0.0000000000	0.0	False
distribution of errors	0.00192547982175	0.0000000000	1.58496250072	False
result in the transmitted	0.0	0.0000000000	2.0	False
attenuation due	0.00113136584996	0.0000000000	1.0	False
waves and toa distance	0.0	0.0000000000	2.0	False
number of base stations	0.0	0.0000000000	2.0	False
location estimation	0.00467932757332	0.3254329991	17.0	False
transmitted signal power	0.00231598527559	0.0000000000	1.58496250072	False
based tracking problem	0.00231598527559	0.0000000000	1.58496250072	False
wooden	0.000565682924978	0.0000000000	0.0	False
solution	6.56664316394e-05	0.0000000000	0.0	False
classes for dierent transmitters	0.0	0.0000000000	2.0	False
