keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
left to appendix c.4	0.0	0.0000000000	2.0	False
readers have a read	0.0	0.0000000000	2.0	False
reject the null	0.000881783325649	0.0000000000	1.58496250072	False
location `tc is sampled	0.0	0.0000000000	2.0	False
details see appendix c.2	0.0	0.0000000000	2.0	False
theory and application	0.000733103106738	0.0000000000	1.58496250072	False
locations individually	0.000587855550432	0.0000000000	1.0	False
present our inference module	0.0	0.0000000000	2.0	False
strongly co-located	0.000587855550432	0.0000000000	1.0	False
noisy traces	0.00117571110086	0.0000000000	2.0	False
anomaly error rate	0.000881783325649	0.0000000000	1.58496250072	False
varied the container capacity	0.0	0.0000000000	2.0	False
based on the tag	0.0	0.0000000000	2.0	False
parameters used for generating	0.0	0.0000000000	2.0	False
location error rates	0.000881783325649	0.0000000000	1.58496250072	False
distributed approaches	0.000488735404492	0.0000000000	1.0	False
set of candidate	0.000881783325649	0.0000000000	1.58496250072	False
likelihood functions	0.000587855550432	0.0000000000	1.0	False
computation cost is modest	0.0	0.0000000000	2.0	False
experimentally	0.000116256772085	0.0000000000	0.0	False
true container locations	0.000881783325649	0.0000000000	1.58496250072	False
point evidence tt0	0.000881783325649	0.0000000000	1.58496250072	False
university of massachusetts	0.000464385181278	0.0000000000	1.58496250072	False
requires prior specific permission	0.0	0.0000000000	2.0	False
history by sifting	0.000881783325649	0.0000000000	1.58496250072	False
employ the change point	0.0	0.0000000000	2.0	False
show that candidate	0.000881783325649	0.0000000000	1.58496250072	False
employ the change	0.000881783325649	0.0000000000	0.0	False
algorithm requires	0.000663267380222	0.0000000000	2.0	False
method has the worse	0.0	0.0000000000	2.0	False
runs inference at stream	0.0	0.0000000000	2.0	False
monitoring and tracking applications	0.0	0.0000000000	2.0	False
supply chains are distributed	0.0	0.0000000000	2.0	False
sharing method	0.000587855550432	0.0000000000	1.0	False
generate the rfid	0.000881783325649	0.0000000000	1.58496250072	False
increasing	2.33579458212e-05	0.0000000000	0.0	False
multiple cases	0.000587855550432	0.0000000000	1.0	False
robust system	0.000587855550432	0.0000000000	1.0	False
f-measure varies	0.000587855550432	0.0000000000	1.0	False
technology of writable tags	0.0	0.0000000000	2.0	False
belief about locations	0.000881783325649	0.0000000000	1.58496250072	False
re-use the old values	0.0	0.0000000000	2.0	False
