keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
capture technique to construct	0.0	0.0000000000	2.0	False
node colors	0.00399239440093	0.0000000000	2.0	False
streams emulating	0.00226489508523	0.0000000000	1.0	False
maintaining processing	0.0027242371532	0.0000000000	1.0	False
preserving all useful information	0.0	0.0000000000	2.0	False
noisy with observed read	0.0	0.0000000000	2.0	False
prohibited for two	0.0	0.0000000000	1.58496250072	False
four	0.0	0.0000000000	0.0	False
edges last confirmed	0.0	0.0000000000	1.58496250072	False
data sets	0.0	0.0000000000	1.0	False
smoothing to alleviate missed	0.0	0.0000000000	2.0	False
probabilistically infer	0.0027242371532	0.0000000000	1.0	False
alleviate missed time t=1	0.0	0.0000000000	2.0	False
relationships	0.00461011284308	0.5217391304	0.0	False
contruction per-tag cleaning	0.00408635572979	0.0000000000	1.58496250072	False
techniques provide	0.00361110603453	0.0000000000	2.0	False
contained	0.000846693518964	0.0000000000	0.0	False
nodes of different colors	0.0	0.0000000000	2.0	False
presents	0.000258008400927	0.0000000000	0.0	False
raw stream	0.0027242371532	0.0000000000	1.0	False
layer for each packaging	0.0	0.0000000000	2.0	False
areas such as aisle	0.0	0.0000000000	2.0	False
applied	0.000296429567955	0.0000000000	0.0	False
updated	0.00113025490544	0.6000000000	0.0	False
relationships of objects	0.00408635572979	0.0000000000	1.58496250072	False
probability	0.00069517643833	0.2068965517	0.0	False
updates	0.000464818973847	0.0000000000	0.0	False
important feature	0.00180555301727	0.0000000000	1.0	False
roblem	0.00113244754262	0.0000000000	0.0	False
van object	0.0	0.0000000000	1.0	False
node colored in step	0.0	0.0000000000	2.0	False
university of massachusetts	0.00215205140668	0.0000000000	1.58496250072	False
capture inter-object relationships	0.00679468525569	0.0000000000	3.16992500144	False
based on the intuition	0.0	0.0000000000	2.0	False
model while simultaneously helping	0.0	0.0000000000	2.0	False
consistent	0.000323187424866	0.0000000000	0.0	False
estimates	0.000296429567955	0.0000000000	0.0	False
applied to an uncolored	0.0	0.0000000000	2.0	False
arrows in figure	0.00408635572979	0.0000000000	1.58496250072	False
implemented	0.000115862739722	0.0000000000	0.0	False
monitoring and tracking applications	0.0	0.0000000000	2.0	False
configuration in todays	0.0	0.0000000000	1.58496250072	False
identification technology	0.00286940187557	0.0000000000	2.0	False
inference is applied	0.00679468525569	0.0000000000	3.16992500144	False
