keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
computing the average	0.0015109313367	0.0000000000	1.58496250072	False
trajectory needed to avoid	0.0	0.0000000000	2.0	False
angular rates with respect	0.0	0.0000000000	2.0	False
magnetic	0.000266473441082	0.0000000000	0.0	False
role in the improvement	0.0	0.0000000000	2.0	False
dynamic	0.000262893616064	0.0000000000	0.0	False
four	0.0	0.0000000000	0.0	False
good accuracies	0.00242314993467	0.0000000000	2.0	False
light to implement making	0.0	0.0000000000	2.0	False
estimates based on information	0.0	0.0000000000	2.0	False
consists	5.15286985676e-05	0.0000000000	0.0	False
semantic	0.000252428321747	0.0000000000	0.0	False
undergo huge	0.00121157496734	0.0000000000	1.0	False
poorly	0.000266473441082	0.0000000000	0.0	False
robots to avoid obstacles	0.0	0.0000000000	2.0	False
calculate	0.000960845267514	0.5118483412	0.0	False
poorest	0.000605787483668	0.0000000000	0.0	False
measure from encoders	0.00181736245101	0.0000000000	1.58496250072	False
places where magnetic	0.00181736245101	0.0000000000	1.58496250072	False
ipsn-14	0.000605787483668	0.0000000000	0.0	False
calculated by applying	0.00181736245101	0.0000000000	1.58496250072	False
efficient in curvature	0.00181736245101	0.0000000000	1.58496250072	False
automation and robotics table	0.0	0.0000000000	2.0	False
obtaining accurate	0.00121157496734	0.0000000000	1.0	False
curvature based approach improves	0.0	0.0000000000	2.0	False
distances given by ultrasonic	0.0	0.0000000000	2.0	False
reliable and environment	0.00181736245101	0.0000000000	1.58496250072	False
comparatively	0.00036861714585	0.0000000000	0.0	False
approaches include trilateration method	0.0	0.0000000000	2.0	False
curvatures of multiple linear	0.0	0.0000000000	2.0	False
navigation and mapping	0.00181736245101	0.0000000000	1.58496250072	False
localization of mobile	0.00120450022239	0.0000000000	1.58496250072	False
degree of curvature	0.00363472490201	0.0000000000	4.75488750216	False
introduction	3.22802189895e-05	0.0000000000	0.0	False
estimates obtained	0.0010072875578	0.0000000000	1.0	False
buffer region	0.00121157496734	0.0000000000	1.0	False
bot is moving	0.00181736245101	0.0000000000	6.33985000288	False
experimentally	0.000958424529552	0.4251968504	0.0	False
performance of these approaches	0.0	0.0000000000	2.0	False
multiple	8.31808039152e-05	0.0000000000	0.0	False
electronics	0.000164329736313	0.0000000000	0.0	False
school	0.000532946882163	0.0000000000	0.0	False
