keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
location determination system	0.000378777112343	0.0000000000	1.58496250072	False
challenges exist	0.000398638442131	0.0000000000	1.0	False
four	0.0	0.5151515152	0.0	False
centimeter	0.000378777112343	0.0000000000	0.0	False
equivalent-time	0.000239743037509	0.0000000000	0.0	False
localized	7.80477717346e-05	0.0000000000	0.0	False
devices interact	0.000479486075019	0.0000000000	1.0	False
tfdp	0.000239743037509	0.0000000000	0.0	False
similarity	9.48251714227e-05	0.0000000000	0.0	False
phase-based	0.000479486075019	0.0000000000	0.0	False
seco-granados	0.000719229112528	0.0000000000	0.0	False
computer-communication networks	0.0	0.0000000000	1.0	False
resolution to pinpoint	0.000719229112528	0.0000000000	1.58496250072	False
sampling rate	0.000398638442131	0.0000000000	1.0	False
aforementioned requirements	0.000479486075019	0.0000000000	1.0	False
involve tradeoff and compromise	0.0	0.0000000000	2.0	False
trilateration calculation	0.000479486075019	0.0000000000	1.0	False
50m2 51m2 100m2 101m2	0.0	0.0000000000	2.0	False
wimax	0.000239743037509	0.0000000000	0.0	False
computer vision for indoor	0.0	0.0000000000	2.0	False
bringing	0.000199319221066	0.0000000000	0.0	False
constrains the radio	0.000719229112528	0.0000000000	1.58496250072	False
bluetooth-based indoor	0.000479486075019	0.0000000000	1.0	False
conference on rfid	0.00179387298959	0.0000000000	6.33985000288	False
integrated on smartphones	0.000719229112528	0.0000000000	1.58496250072	False
25:13	0.000239743037509	0.0000000000	0.0	False
ieee 18th international conference	0.0	0.0000000000	2.0	False
setting of infrared based	0.0	0.0000000000	2.0	False
passive rfids are twofold	0.0	0.0000000000	2.0	False
smaller set of sensor	0.0	0.0000000000	2.0	False
tracking algorithm with high	0.0	0.0000000000	2.0	False
los propagations	0.000479486075019	0.0000000000	1.0	False
scalability < 10m2 energy	0.0	0.0000000000	2.0	False
requires prior specific permission	0.0	0.0000000000	2.0	False
rapid technological developments	0.000719229112528	0.0000000000	1.58496250072	False
long-term evolution	0.000479486075019	0.0000000000	1.0	False
camera sencam	0.000479486075019	0.0000000000	1.0	False
realize tdoa for localization	0.0	0.0000000000	2.0	False
understand the distinct features	0.0	0.0000000000	2.0	False
specially	0.000252518074896	0.0000000000	0.0	False
cycle and mobility perspectives	0.0	0.0000000000	2.0	False
