keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
limited	0.000109335924981	0.4217687075	0.0	False
tdoa based systems	0.00159253894532	0.0000000000	1.58496250072	False
square-feet regions	0.000777960117641	0.0000000000	1.0	False
shown that our positioning	0.0	0.0000000000	4.0	False
technologies are continuous	0.00159253894532	0.0000000000	1.58496250072	False
1,2	0.000323016006165	0.0000000000	0.0	False
four	0.0	0.4217687075	0.0	False
240-210	0.00106169263021	0.0000000000	0.0	False
positioning report for sample	0.0	0.0000000000	2.0	False
applications may require	0.00105549309261	0.0000000000	1.58496250072	False
lots of goods	0.00159253894532	0.0000000000	1.58496250072	False
errors	4.81926970416e-05	0.0000000000	0.0	False
attached to a directional	0.0	0.0000000000	2.0	False
system is capable	0.00159253894532	0.0000000000	1.58496250072	False
worked	0.000221200747853	0.0000000000	0.0	False
toll collection	0.000703662061739	0.0000000000	1.0	False
short-range	0.000199628681135	0.0000000000	0.0	False
pingpong table	0.00106169263021	0.0000000000	1.0	False
flannery	0.000221200747853	0.0000000000	0.0	False
cases tags	0.000777960117641	0.0000000000	1.0	False
60-90 90-120 150-120 180-150	0.0	0.0000000000	2.0	False
aug	0.000221200747853	0.0000000000	0.0	False
variance in error	0.00529606407585	0.3483146067	6.33985000288	False
adapter to measure	0.00116694017646	0.0000000000	1.58496250072	False
contact and non-line-of-sight	0.00159253894532	0.0000000000	1.58496250072	False
unlimited operational lifetime	0.00116694017646	0.0000000000	1.58496250072	False
restriction	0.0	0.0000000000	0.0	False
lower cost	0.000882677345975	0.0000000000	1.0	False
companies like radianse	0.00159253894532	0.0000000000	1.58496250072	False
18a	0.000530846315105	0.0000000000	0.0	False
delineate 4x4	0.00106169263021	0.0000000000	1.0	False
xti	0.000530846315105	0.0000000000	0.0	False
4.2.1 case a 12.5m	0.0	0.0000000000	2.0	False
updated	0.000110121039018	0.0000000000	0.0	False
modulating the reflected signal	0.0	0.0000000000	2.0	False
positioning algorithms can bring	0.0	0.0000000000	4.0	False
802.11-based time difference	0.00159253894532	0.0000000000	1.58496250072	False
positioned to provide	0.00116694017646	0.0000000000	1.58496250072	False
algorithms greatly	0.00106169263021	0.0000000000	1.0	False
reader detects a tag	0.0	0.0000000000	2.0	False
physical detection	0.00106169263021	0.0000000000	1.0	False
techniques such as differential	0.0	0.0000000000	2.0	False
