keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
regions defined around beacon	0.0	0.0000000000	2.0	False
takes advantage	0.00102253721118	0.0000000000	1.0	False
solution is exact	0.00271883192075	0.0000000000	1.58496250072	False
functions plus a polynomial	0.0	0.0000000000	2.0	False
related variation	0.00181255461383	0.0000000000	1.0	False
localizes	0.000664078830579	0.0000000000	0.0	False
users and therefore explicitly	0.0	0.0000000000	2.0	False
desirable	0.000491685004682	0.0000000000	0.0	False
strength data for localization	0.0	0.0000000000	2.0	False
comparing the signal-strength signature	0.0	0.0000000000	2.0	False
similar during training	0.00271883192075	0.0000000000	1.58496250072	False
localized	0.000295036406952	0.0000000000	0.0	False
range-free localization	0.00110292590465	0.0000000000	1.0	False
estimate locations using simple	0.0	0.0000000000	2.0	False
wireless ethernet	0.000797305454665	0.0000000000	1.0	False
segments	0.000421880354241	0.0000000000	0.0	False
approximates these constraints	0.00271883192075	0.0000000000	1.58496250072	False
permission to make	0.00134353989583	0.0000000000	1.58496250072	False
lee is funded	0.00271883192075	0.0000000000	1.58496250072	False
computer-communication networks	0.0	0.0000000000	1.0	False
robotics and automation	0.000807210387749	0.0000000000	1.58496250072	False
tracking problem	0.00132815766116	0.0000000000	1.0	False
summarizes	0.000447846631943	0.0000000000	0.0	False
updated	0.00018800205603	0.0000000000	0.0	False
located in the proximity	0.0	0.0000000000	2.0	False
virtually zero-cost localization	0.00271883192075	0.0000000000	1.58496250072	False
dynamic	0.00019664859773	0.0000000000	0.0	False
localization of mobile	0.0018019705708	0.0000000000	1.58496250072	False
measurements are good	0.00271883192075	0.0000000000	1.58496250072	False
transmitter or receiver	0.00271883192075	0.0000000000	1.58496250072	False
29th annual	0.00181255461383	0.0000000000	1.0	False
learning phase which requires	0.0	0.0000000000	2.0	False
examples ranging	0.00181255461383	0.0000000000	1.0	False
multiple	6.22205616588e-05	0.0000000000	0.0	False
solution	0.000462531413333	0.4748603352	0.0	False
packets are dedicated beacon	0.0	0.0000000000	2.0	False
vector	0.000232519808517	0.0000000000	0.0	False
requires prior specific permission	0.0	0.0000000000	2.0	False
locations enable more efficient	0.0	0.0000000000	2.0	False
lorincz and m welsh	0.0	0.0000000000	2.0	False
reliable	0.000786594390922	0.5666666667	0.0	False
localization for wireless	0.00199223649174	0.0000000000	1.58496250072	False
