keyphrase	tfidf	dispersion	cscore	keyword
d	c	c	c	d
m				class
two-dimensional	0.000451767374343	0.0000000000	0.0	False
similarity	0.000880964717926	0.0000000000	0.0	False
magnetic	0.000326582765248	0.0000000000	0.0	False
small environments	0.0014848740705	0.0000000000	1.0	False
monte	0.00050670892652	0.0000000000	0.0	False
sensor model based	0.00185175727846	0.0000000000	1.58496250072	False
minutes on average	0.00222731110575	0.0000000000	1.58496250072	False
so-called number	0.0014848740705	0.0000000000	1.0	False
normal distribution	0.000653165530496	0.0000000000	2.0	False
consists	0.000126304406169	0.0000000000	0.0	False
localized	0.000725095796605	0.0000000000	0.0	False
reflect or absorb electro	0.0	0.0000000000	2.0	False
moving the shopping cart	0.0	0.0000000000	4.0	False
extend the model	0.00222731110575	0.0000000000	1.58496250072	False
intuitively be more informative	0.0	0.0000000000	2.0	False
cart with a sick	0.0	0.0000000000	4.0	False
tag detection sensor model	0.0	0.0000000000	6.0	False
relative tag positions	0.00222731110575	0.0000000000	1.58496250072	False
presents	0.000140630188549	0.0000000000	0.0	False
higher modeling	0.0014848740705	0.0000000000	1.0	False
agent localization technique	0.00222731110575	0.0000000000	1.58496250072	False
rfid signal	0.00180706949737	0.0000000000	2.0	False
acquire a ground truth	0.0	0.0000000000	2.0	False
equipped with two rfid	0.0	0.0000000000	2.0	False
yields a sensor model	0.0	0.0000000000	2.0	False
context of wifi localization	0.0	0.0000000000	2.0	False
knew the true	0.00222731110575	0.0000000000	1.58496250072	False
performs	0.000128169854165	0.0000000000	0.0	False
vorst	0.00272012062083	0.5641025641	0.0	False
proposed a method	0.00185175727846	0.0000000000	1.58496250072	False
30th filter	0.0014848740705	0.0000000000	1.0	False
combination of antenna	0.00222731110575	0.0000000000	1.58496250072	False
sensor model similarity	0.00222731110575	0.0000000000	1.58496250072	False
sensor model fig	0.00222731110575	0.0000000000	1.58496250072	False
sensor-centric	0.0014848740705	0.0000000000	0.0	False
encounter	0.000451767374343	0.0000000000	0.0	False
source of spatial information	0.0	0.0000000000	2.0	False
disturb	0.000544024124166	0.0000000000	0.0	False
upm	0.000742437035249	0.0000000000	0.0	False
recorded data	0.0014848740705	0.0000000000	1.0	False
recorded histograms	0.0014848740705	0.0000000000	1.0	False
laser-based	0.000984135634117	0.0000000000	0.0	False
standard deviation	0.000421323780028	0.0000000000	1.0	False
